id,time,y
28,9,-0.015596714
28,10,-0.725575032
29,1,0.097177227
29,2,-0.474664178
29,3,-1.409961707
29,4,-1.554530398
29,5,-1.319624338
29,6,-0.926374379
29,7,-1.493141168
29,8,0.092667777
29,9,0.50440922
29,10,0.093420374
30,1,1.465347398
30,2,0.103452136
30,3,-1.538698099
30,4,-1.000969737
30,5,-0.026667068
30,6,-0.277926796
30,7,0.50836565
30,8,3.08469352
30,9,3.666461641
30,10,1.388336585
31,1,0.322115469
31,2,0.008806936
31,3,-0.682390013
31,4,-1.621037756
31,5,-0.853442941
31,6,0.434063109
31,7,-0.859633503
31,8,-0.764229089
31,9,-1.031792643
31,10,-2.25022404
32,1,-2.904746762
32,2,-2.708302898
32,3,1.356506688
32,4,3.98736386
32,5,0.990344857
32,6,0.548497703
32,7,0.185238729
32,8,-1.811935118
32,9,-3.181761599
32,10,2.149653836
33,1,-1.45910498
33,2,-0.405443503
33,3,0.773383778
33,4,1.914607226
33,5,1.463263424
33,6,-1.252578668
33,7,-1.232596686
33,8,-2.585666633
33,9,-2.997557488
33,10,-0.066688245
34,1,-0.624101713
34,2,-0.912516334
34,3,1.501625548
34,4,1.310450018
34,5,1.544062358
34,6,0.882545208
34,7,0.235909213
34,8,-1.059975361
34,9,-2.173498491
34,10,-0.997705456
35,1,3.952311521
35,2,1.544430629
35,3,1.126927619
35,4,-1.086482023
35,5,-0.867514248
35,6,-0.344360828
35,7,1.334395778
35,8,2.024874071
35,9,1.579075547
35,10,2.893923469
36,1,0.643490515
36,2,-3.258887429
36,3,-2.998593077
36,4,0.900748555
36,5,-0.960772332
36,6,0.462363093
36,7,0.076313264
36,8,-1.018898247
36,9,-1.270268704
36,10,-0.91692605
37,1,0.937224943
37,2,-1.915427396
37,3,-2.900923431
37,4,-2.169172391
37,5,-0.590764202
37,6,1.323916094
37,7,0.083388072
37,8,1.424418715
37,9,3.127885385
37,10,2.058238458
38,1,2.751354565
38,2,1.607387766
38,3,0.517032575
38,4,-0.255309761
38,5,1.17800478
38,6,1.532028924
38,7,0.951200878
38,8,2.193734426
38,9,2.012198928
38,10,-0.994416128
39,1,0.863831774
39,2,-0.308278079
39,3,-2.090653543
39,4,-2.903786043
39,5,0.06236681
39,6,1.304348679
39,7,1.328176695
39,8,3.704446712
39,9,1.820823189
39,10,-2.215603446
40,1,1.872000226
40,2,1.376245774
40,3,-1.482335211
40,4,-3.535926689
40,5,-0.698861476
40,6,0.362611759
40,7,-0.502125079
40,8,2.580882258
40,9,4.044675008
40,10,1.456158175
41,1,-0.033646996
41,2,-0.355064502
41,3,1.078843694
41,4,0.974737293
41,5,-0.116923556
41,6,-1.805925196
41,7,-1.413664598
41,8,-2.542024208
41,9,-2.500573689
41,10,-1.096903417
42,1,-1.841794222
42,2,-1.273218551
42,3,-1.028312206
42,4,-3.252925314
42,5,-4.044055711
42,6,-2.829801373
42,7,-0.590590251
42,8,-0.194492974
42,9,0.512542644
42,10,1.754530374
43,1,-3.392734804
43,2,-0.314725687
43,3,0.317476893
43,4,2.165047559
43,5,0.706948484
43,6,-0.808848957
43,7,0.010384685
43,8,-1.387234661
43,9,0.254213663
43,10,0.847200949
44,1,2.632335584
44,2,1.863614031
44,3,-0.702436959
44,4,-1.154209197
44,5,-0.468097242
44,6,-0.03711926
44,7,-0.56866337
44,8,2.340356927
44,9,4.060457235
44,10,1.254664135
45,1,0.008824043
45,2,0.546452655
45,3,-0.750510431
45,4,-0.231135377
45,5,0.124706837
45,6,-0.923111547
45,7,-0.512247885
45,8,0.098975097
45,9,0.483522222
45,10,0.486933161
46,1,0.750686809
46,2,-0.709595811
46,3,-0.707984529
46,4,-2.182750035
46,5,-0.004063079
46,6,-0.019402445
46,7,0.72708726
46,8,3.088265185
46,9,4.141497529
46,10,1.66025177
47,1,-1.99308971
47,2,-2.443520156
47,3,-1.011666585
47,4,-0.227987119
47,5,-1.744080984
47,6,-0.011361986
47,7,1.270603351
47,8,0.489067568
47,9,-1.978703101
47,10,-0.082784349
48,1,-2.595926006
48,2,-2.378286916
48,3,-1.050361149
48,4,0.927197982
48,5,0.212229384
48,6,-0.508743277
48,7,-0.280849348
48,8,-0.257896507
48,9,-0.336110909
48,10,1.521150483
49,1,2.41876185
49,2,1.233601695
49,3,0.992380143
49,4,0.220702804
49,5,0.591799613
49,6,1.594821196
49,7,0.456851979
49,8,0.533490766
49,9,1.315630241
49,10,-0.736099024
50,1,-1.124950472
50,2,-0.353796036
50,3,-1.057746201
50,4,-0.770702965
50,5,-0.315633983
50,6,0.015752597
50,7,-0.396286379
50,8,0.620499946
50,9,2.596692616
50,10,1.560855683
51,1,0.163098267
51,2,-1.313645918
51,3,0.537971224
51,4,2.281023227
51,5,2.311191136
51,6,2.626049835
51,7,-0.502257288
51,8,0.941182738
51,9,1.17788396
51,10,0.974053205
52,1,-2.283538685
52,2,-2.41385939
52,3,0.667900911
52,4,1.117536084
52,5,-0.364660857
52,6,0.202473374
52,7,-0.504692818
52,8,-2.525941904
52,9,-3.512247385
52,10,-0.744436226
53,1,0.723559098
53,2,1.771316606
53,3,0.270037366
53,4,-1.365681509
53,5,-0.360394792
53,6,1.787998232
53,7,1.905893417
53,8,2.140873359
53,9,2.734764414
53,10,1.282497758
54,1,-0.627423406
54,2,0.020563962
54,3,-1.612803146
54,4,0.248934674
54,5,0.69456416
54,6,1.220918048
54,7,0.129193035
54,8,-0.854727488
54,9,1.022140861
54,10,-0.136428218
55,1,-2.519892692
55,2,-1.096311534
55,3,0.159938267
55,4,2.106495755
55,5,-0.353934456
55,6,-0.096361616
55,7,-0.604448863
55,8,-3.818683635
55,9,-3.60885086
55,10,-2.312953521
56,1,2.610701689
56,2,1.077870761
56,3,-1.872784823
56,4,-2.915387687
56,5,-2.362978406
56,6,-1.889189045
56,7,-1.214357799
56,8,2.568853351
56,9,3.275748263
56,10,0.090734396
57,1,0.225857819
57,2,0.635879706
57,3,1.73795078
57,4,-0.03614354
57,5,1.127364242
57,6,4.737160089
57,7,3.521593941
57,8,4.703189973
57,9,4.184562054
57,10,0.621558718
58,1,0.856072371
58,2,-0.501068887
58,3,-0.132768455
58,4,-2.305948127
58,5,-0.591615436
58,6,-0.193006614
58,7,-0.532117418
58,8,1.593622267
58,9,4.181387292
58,10,0.538439809
59,1,-2.287772151
59,2,-1.718555001
59,3,-0.696739721
59,4,1.33167313
59,5,0.353166222
59,6,-1.427335239
59,7,-1.434160489
59,8,-0.412976602
59,9,-1.500800682
59,10,-0.46779378
60,1,-0.259988005
60,2,0.664116877
60,3,1.139780365
60,4,-0.338175961
60,5,-0.20332567
60,6,-0.96524518
60,7,-0.999803063
60,8,1.626942631
60,9,2.112061666
60,10,-0.295338475
61,1,-2.039077882
61,2,-0.95106361
61,3,-0.895525929
61,4,-1.052127187
61,5,-1.953245113
61,6,-1.126952757
61,7,-0.235186899
61,8,-1.56179734
61,9,0.957437582
61,10,1.315741161
62,1,-0.964027879
62,2,-1.286452956
62,3,-0.526415089
62,4,-2.912461174
62,5,0.381686558
62,6,-0.309350412
62,7,-0.039242503
62,8,1.930548252
62,9,2.608409589
62,10,0.844462482
63,1,-0.323563724
63,2,0.133929971
63,3,-0.136510478
63,4,0.954076847
63,5,0.405117817
63,6,-0.139266425
63,7,-0.224046616
63,8,-2.241263612
63,9,-2.343718153
63,10,-1.18637377
64,1,-3.760426607
64,2,-2.079921401
64,3,-0.759160056
64,4,4.68390441
64,5,1.873212773
64,6,-0.07874892
64,7,-0.540142457
64,8,-3.261659185
64,9,-6.163968956
64,10,-1.880365516
65,1,-0.78388947
65,2,-0.047421705
65,3,-0.60020638
65,4,0.043904909
65,5,0.10128663
65,6,1.005729123
65,7,-0.598605173
65,8,-1.050112502
65,9,-0.516763379
65,10,-0.197839681
66,1,-2.585253055
66,2,-2.624524017
66,3,-1.338767517
66,4,0.692828635
66,5,-1.276194658
66,6,-1.168080273
66,7,0.146661061
66,8,-2.641596591
66,9,-5.412772182
66,10,-1.13040251
67,1,1.036355195
67,2,1.628747216
67,3,0.492058745
67,4,-2.431703668
67,5,-0.028568856
67,6,1.103519219
67,7,-1.490509528
67,8,1.738200277
67,9,5.279242581
67,10,-1.053445546
68,1,-1.607499186
68,2,-1.05523617
68,3,-1.110083869
68,4,-1.16641877
68,5,-0.864501074
68,6,-0.573825127
68,7,-0.916249903
68,8,-0.224171878
68,9,-0.566791122
68,10,-1.461172519
69,1,0.385954155
69,2,1.047955816
69,3,1.190025516
69,4,-0.043098205
69,5,-0.117228041
69,6,0.405870295
69,7,0.899022141
69,8,0.858141527
69,9,-0.461209854
69,10,-0.790414217
70,1,0.534100344
70,2,-0.895049611
70,3,-2.367889579
70,4,0.100850491
70,5,0.490229434
70,6,-0.425342442
70,7,1.490730835
70,8,1.837853969
70,9,0.005778323
70,10,0.083272401
71,1,2.520666627
71,2,1.868205161
71,3,-1.052326098
71,4,-2.114155783
71,5,0.244993393
71,6,0.337612559
71,7,0.687815424
71,8,1.971387543
71,9,2.802792703
71,10,1.109778488
72,1,-4.781727754
72,2,-1.604695064
72,3,-0.840299008
72,4,2.815422709
72,5,1.296061954
72,6,0.091597391
72,7,0.944141032
72,8,-2.99974277
72,9,-3.029646498
72,10,0.566672485
73,1,-1.256161757
73,2,-0.346966492
73,3,-1.696401399
73,4,-1.536464456
73,5,-0.753076988
73,6,-2.347539427
73,7,-0.096907192
73,8,1.298325912
73,9,-0.634842243
73,10,0.649883998
74,1,-1.322028874
74,2,-0.322112187
74,3,-0.885057684
74,4,0.734301631
74,5,2.81142161
74,6,1.972107629
74,7,0.050982378
74,8,-0.917308062
74,9,-2.212866747
74,10,0.316937878
75,1,-1.391972263
75,2,-0.315933689
75,3,2.282547318
75,4,4.563881022
75,5,3.524706462
75,6,2.3174317
75,7,0.435221896
75,8,-1.905108721
75,9,-1.187643263
75,10,1.144325725
76,1,1.917481301
76,2,2.231676543
76,3,1.254373267
76,4,-0.781909583
76,5,-0.28073187
76,6,-0.109467524
76,7,-1.551499805
76,8,2.526048381
76,9,5.246310088
76,10,1.15399154
77,1,-2.656632439
77,2,-2.832023364
77,3,0.933842206
77,4,0.82456787
77,5,-0.208613151
77,6,-0.745779763
77,7,-0.035307855
77,8,1.309075229
77,9,0.175044958
77,10,-0.73721606
78,1,-0.032240301
78,2,1.764355847
78,3,0.688757404
78,4,1.902088431
78,5,1.518168611
78,6,1.241608512
78,7,-0.006252105
78,8,-1.53509293
78,9,-1.278998151
78,10,-0.398310544
79,1,0.539575909
79,2,0.748840339
79,3,0.073664704
79,4,-0.77014161
79,5,-1.750327955
79,6,-1.547477565
79,7,-0.653662894
79,8,1.507906677
79,9,1.206813075
79,10,0.883778729
80,1,-1.970460658
80,2,-0.537051313
80,3,-0.256080399
80,4,1.335634537
80,5,0.715796354
80,6,-1.366656215
80,7,-0.859071132
80,8,-1.261610211
80,9,-0.583523035
80,10,-0.32803655
81,1,-4.912642119
81,2,-3.8967583
81,3,-0.615409321
81,4,2.448551835
81,5,2.868562609
81,6,2.839401628
81,7,-0.337005298
81,8,-2.668485923
81,9,-3.176150181
81,10,-0.95417471
82,1,0.650578254
82,2,-0.167926929
82,3,-1.480950331
82,4,-1.015183161
82,5,-0.404666291
82,6,-1.322035446
82,7,1.376192128
82,8,1.643743867
82,9,1.601894371
82,10,0.48766311
83,1,-1.26549581
83,2,0.397088549
83,3,0.444883984
83,4,0.320645606
83,5,0.602384601
83,6,1.25967877
83,7,1.866319279
83,8,1.535638833
83,9,1.722939466
83,10,1.839194383
84,1,-1.083033469
84,2,-0.728531885
84,3,0.805706816
84,4,1.93909116
84,5,0.167989499
84,6,-2.362049368
84,7,-1.493904493
84,8,-2.896888682
84,9,-4.213186584
84,10,-1.60807702
85,1,-1.275850015
85,2,0.346147792
85,3,-0.413181008
85,4,2.042787021
85,5,0.374884752
85,6,1.541333931
85,7,0.506811311
85,8,-0.809137601
85,9,-0.715465701
85,10,0.855129642
86,1,-1.036470274
86,2,-2.077615691
86,3,-2.295040234
86,4,-1.339879211
86,5,-0.249616645
86,6,0.51282862
86,7,0.259822936
86,8,-1.781851287
86,9,-3.106838818
86,10,-0.97455713
87,1,1.029583172
87,2,-1.363803237
87,3,0.58732795
87,4,1.504342064
87,5,0.483389477
87,6,-1.660556377
87,7,-1.652036568
87,8,-0.020619587
87,9,-0.005765216
87,10,-0.710250242
88,1,-2.833535074
88,2,-1.562648591
88,3,-1.136276864
88,4,-0.349161059
88,5,-0.188384709
88,6,-0.549085168
88,7,-1.356848561
88,8,-2.787221569
88,9,-1.773316014
88,10,-1.067495453
89,1,-0.144283794
89,2,0.427219055
89,3,-1.312251408
89,4,-1.896057102
89,5,0.375811137
89,6,1.478197209
89,7,0.749113332
89,8,-1.928878032
89,9,-1.864311141
89,10,-0.803087574
90,1,-0.216868332
90,2,-0.075143667
90,3,0.803076488
90,4,0.205581589
90,5,0.790406523
90,6,0.268752989
90,7,-2.003251264
90,8,-3.467120807
90,9,-1.300875226
90,10,-0.736249395
91,1,-2.084833889
91,2,-1.385998412
91,3,1.397194583
91,4,3.164206214
91,5,0.68289952
91,6,0.548021676
91,7,1.615125124
91,8,-2.667258199
91,9,-2.578694113
91,10,-0.706010512
92,1,0.129171616
92,2,0.512955324
92,3,0.153892904
92,4,-0.00113419
92,5,0.631485852
92,6,1.811831998
92,7,1.73590511
92,8,0.609798178
92,9,-1.341975341
92,10,-0.294580582
93,1,-2.19580931
93,2,-1.136875919
93,3,0.366347472
93,4,1.837849507
93,5,1.554609156
93,6,0.17765748
93,7,0.349509161
93,8,-1.34659522
93,9,-1.807774491
93,10,-0.38113793
94,1,0.566122092
94,2,2.745088964
94,3,2.345698385
94,4,0.288052813
94,5,-0.583620172
94,6,-0.032599052
94,7,-0.467865106
94,8,-0.132518904
94,9,0.668965407
94,10,0.459944298
95,1,-1.164822209
95,2,0.325480049
95,3,0.19908556
95,4,1.198694875
95,5,0.093557245
95,6,0.841476342
95,7,-1.041336827
95,8,-0.62387722
95,9,-0.005103634
95,10,-0.152530942
96,1,3.234190689
96,2,1.305313257
96,3,-0.076810807
96,4,-1.036297462
96,5,-0.58470131
96,6,-1.157967967
96,7,-1.961562427
96,8,-1.988882739
96,9,-1.842627278
96,10,-0.479891843
97,1,-0.671442445
97,2,-1.287430224
97,3,1.829427508
97,4,-0.365910799
97,5,-0.16454983
97,6,1.161102076
97,7,0.071501419
97,8,-1.861334677
97,9,0.422673682
97,10,-0.713282594
98,1,0.773162621
98,2,0.532140949
98,3,-1.955526514
98,4,-2.43356544
98,5,-1.356011951
98,6,-0.187680507
98,7,-0.230535019
98,8,1.205886596
98,9,3.0054256
98,10,1.374446834
99,1,-0.892836722
99,2,-2.056804037
99,3,-2.259517872
99,4,0.945347027
99,5,-0.207250321
99,6,-2.153038035
99,7,-2.586087142
99,8,-4.218321099
99,9,-4.161919773
99,10,-0.511979949
100,1,3.654412772
100,2,2.622760637
100,3,0.585336917
100,4,-0.820990529
100,5,0.691523418
100,6,0.199033341
100,7,1.119276352
100,8,1.536314887
100,9,1.977791627
100,10,-0.873117691
101,1,-0.228214193
101,2,0.17710519
101,3,-1.229078887
101,4,0.163819819
101,5,-1.547299705
101,6,-0.694064087
101,7,0.995569931
101,8,0.004216847
101,9,-0.358357978
101,10,0.375887243
102,1,1.479824178
102,2,0.646869397
102,3,0.073809609
102,4,-0.24469921
102,5,0.676823679
102,6,0.336572929
102,7,-0.897502286
102,8,0.904167413
102,9,-1.441422672
102,10,-0.898358905
103,1,-2.267407061
103,2,-1.679409113
103,3,-1.760260288
103,4,-2.81185865
103,5,-1.807840356
103,6,-0.985505345
103,7,-0.988510826
103,8,0.509584816
103,9,0.844456867
103,10,0.962932912
104,1,0.383973511
104,2,-0.126844719
104,3,0.976197677
104,4,2.10668338
104,5,0.525490718
104,6,0.895389659
104,7,-0.239020999
104,8,0.161918978
104,9,0.769812312
104,10,1.249091668
105,1,-2.853166702
105,2,-0.802408285
105,3,-1.839839098
105,4,1.697076702
105,5,0.780457009
105,6,1.598839671
105,7,0.484738432
105,8,-2.162289451
105,9,-4.229453312
105,10,-0.073174869
106,1,-2.248248616
106,2,-1.871964341
106,3,0.311519664
106,4,-0.317826358
106,5,0.293251127
106,6,0.116289712
106,7,0.913444087
106,8,-0.832498206
106,9,-3.028078384
106,10,-1.41388869
107,1,-4.291374811
107,2,-2.742747919
107,3,0.211935687
107,4,3.243965218
107,5,1.574840999
107,6,0.57021023
107,7,-1.984190084
107,8,-5.344507248
107,9,-7.709121886
107,10,-0.582424783
108,1,0.665170633
108,2,-0.15957384
108,3,-0.77028878
108,4,-1.922244521
108,5,-0.896504027
108,6,0.545786086
108,7,-0.965842015
108,8,3.51983099
108,9,0.582848047
108,10,1.090846857
109,1,1.108520572
109,2,-0.005270584
109,3,0.345084088
109,4,0.162458966
109,5,0.069846578
109,6,-0.383982372
109,7,-0.130482758
109,8,-2.125294419
109,9,-1.418337833
109,10,0.220368956
110,1,-0.115818678
110,2,-0.279900278
110,3,-0.05554513
110,4,-0.388208229
110,5,0.486779554
110,6,0.007909784
110,7,-0.595872765
110,8,-3.141395768
110,9,-1.675716008
110,10,0.572546506
111,1,0.005765027
111,2,1.533420551
111,3,0.674717457
111,4,0.703079604
111,5,2.178326652
111,6,0.67116843
111,7,-0.739230448
111,8,1.232519256
111,9,-1.044608368
111,10,-2.094839735
112,1,-0.583547168
112,2,1.884472804
112,3,0.776903671
112,4,1.652311586
112,5,0.520238222
112,6,1.407150093
112,7,1.605831192
112,8,2.194500182
112,9,1.262182233
112,10,-0.925430283
113,1,1.834062525
113,2,0.323371555
113,3,-0.837042811
113,4,-1.988281038
113,5,0.675734538
113,6,-1.271156388
113,7,-0.065073357
113,8,1.459547769
113,9,4.408479005
113,10,-0.315709763
114,1,0.56689074
114,2,-1.034139415
114,3,-1.975590887
114,4,-1.392920775
114,5,-0.106442627
114,6,0.800390288
114,7,1.432210981
114,8,2.474310648
114,9,3.549635005
114,10,1.32395211
115,1,0.708498199
115,2,-0.050994322
115,3,-1.045434603
115,4,-1.167741562
115,5,-1.785966712
115,6,0.47130693
115,7,1.779710192
115,8,2.669418374
115,9,0.980071717
115,10,1.073879422
116,1,-0.936416004
116,2,-0.212978648
116,3,-0.344005637
116,4,1.713796552
116,5,-1.007377041
116,6,-1.04042201
116,7,-0.590130687
116,8,-0.65672927
116,9,-1.492933933
116,10,0.228589698
117,1,-1.07928164
117,2,0.176618708
117,3,0.492382972
117,4,1.478988792
117,5,0.212931428
117,6,-0.6577838
117,7,-2.112337071
117,8,-1.849071145
117,9,-3.25814568
117,10,-0.29538708
118,1,-2.710681328
118,2,-1.613441058
118,3,-3.062286645
118,4,-2.827866856
118,5,-0.641730411
118,6,-0.697653025
118,7,-1.679612754
118,8,-1.988239168
118,9,-5.596432467
118,10,-1.292366568
119,1,2.887579714
119,2,1.628377536
119,3,0.110082872
119,4,-2.26090032
119,5,1.202524723
119,6,0.765254077
119,7,-0.895504465
119,8,-0.051214585
119,9,1.756765795
119,10,0.259247469
120,1,-1.095996041
120,2,-1.229069701
120,3,-0.278303596
120,4,-0.401621053
120,5,1.175711729
120,6,-0.517696258
120,7,-1.77745234
120,8,-1.13880867
120,9,-0.879526995
120,10,-1.449632188
121,1,-1.494587236
121,2,-0.656358423
121,3,1.825598176
121,4,2.247655978
121,5,-0.109439781
121,6,1.171599649
121,7,-0.47705504
121,8,-2.386407413
121,9,-2.202942385
121,10,-0.314620631
122,1,1.32730789
122,2,0.936495117
122,3,0.701411334
122,4,1.796458796
122,5,-0.490990186
122,6,1.939151496
122,7,2.112564434
122,8,1.058723862
122,9,-1.091465459
122,10,-0.086916389
123,1,2.23234012
123,2,0.237257871
123,3,-0.723374027
123,4,-3.072612168
123,5,-0.657959781
123,6,0.567701562
123,7,1.14782392
123,8,2.767548139
123,9,1.750269072
123,10,1.132079619
124,1,0.594896326
124,2,1.820821359
124,3,-0.786398938
124,4,-3.035415578
124,5,-0.473061283
124,6,-0.515106101
124,7,0.583891677
124,8,1.87039688
124,9,3.402756242
124,10,-0.481341791
125,1,0.150849294
125,2,-0.699174284
125,3,-1.927993042
125,4,0.160190588
125,5,-1.675383874
125,6,-0.747083701
125,7,0.014431839
125,8,0.400716815
125,9,1.35630601
125,10,1.347723912
126,1,-2.533016172
126,2,-1.499237094
126,3,0.178199277
126,4,1.799575562
126,5,1.588430957
126,6,0.174563412
126,7,-0.940861418
126,8,-4.067791015
126,9,-2.541678181
126,10,2.402830223
127,1,-1.678714141
127,2,-1.911703675
127,3,-1.224897137
127,4,0.200802981
127,5,-1.833984972
127,6,0.345367262
127,7,0.508992542
127,8,-1.390033093
127,9,-1.937550071
127,10,0.54436649
128,1,-1.711634648
128,2,-0.462691304
128,3,1.625505863
128,4,1.377376359
128,5,1.108507648
128,6,0.82514357
128,7,2.220838949
128,8,-0.329351676
128,9,-1.753118106
128,10,-0.230245501
129,1,0.109029739
129,2,-0.857386236
129,3,-1.173550408
129,4,-1.357008617
129,5,-1.124202542
129,6,-0.398022458
129,7,-0.602040865
129,8,1.232899408
129,9,-0.26517822
129,10,-2.351040144
130,1,-0.652597345
130,2,-3.609932434
130,3,0.172958699
130,4,1.223883626
130,5,-0.877946013
130,6,2.134182735
130,7,-0.026320019
130,8,-4.009208585
130,9,-3.87450853
130,10,-1.62932583
131,1,1.333865677
131,2,1.305161271
131,3,1.36040787
131,4,-0.332710902
131,5,-0.262870825
131,6,0.403727373
131,7,1.019575018
131,8,2.027377635
131,9,-0.098651679
131,10,1.255625495
132,1,0.770137104
132,2,1.646233623
132,3,-0.747483675
132,4,-1.833214595
132,5,-1.65060336
132,6,-0.901025475
132,7,0.381205461
132,8,2.493146042
132,9,0.510910768
132,10,-0.541008131
133,1,3.336693318
133,2,1.910516472
133,3,-0.166675826
133,4,-2.837822089
133,5,-0.187367892
133,6,-0.356843606
133,7,-0.012093334
133,8,1.605721407
133,9,0.944872355
